TÍTULO,FECHA,AUTOR,CONTENIDO,CATEGORÍA
España lidera en integración de inteligencia artificial generativa,2024-07-01T14:59:35Z,Redacción Silicon,La adopción de esta tecnología entre las empresas españolas es 12 puntos porcentuales mayor que en las organizaciones del Reino Unido. La inteligencia artificial (IA) está en boca de todos. Países de… [+3907 chars],España
“Las tapas son el caballo de Troya para los americanos”. Así explica José Andrés el tapeo español en Estados Unidos,2024-07-01T05:01:44Z,Liliana Fuchs,"Si hay algo capaz de unir la variada gastronomía española es la afición por el aperitivo, y con él, la tapa. El tapeo es parte de nuestra identidad nacional muy difícil de trasladar a otras culturas,… [+3412 chars]",España
Un error informático de CaixaBank mantiene caídos la banca online y la app de la entidad. ING Direct también ha sufrido problemas,2024-07-01T16:28:51Z,Marcos Merino,Los clientes de CaixaBank e ING Direct llevan varias horas sufriendo importantes problemas técnicos que han afectado al funcionamiento de sus servicios de banca online y de sus aplicaciones móviles. … [+2366 chars],España
El arma letal de Nagelsmann para enfrentar a España,2024-07-01T12:41:43Z,Pablo Planas Piera,La cosa se le pone seria a España. Los pocos detractores que quedan ya del combinado de Luis de la Fuente estaban esperando un rival de primer nivel y en los cuartos de final el cruce es nada más y n… [+2519 chars],España
Las increíbles cifras de audiencia del España-Georgia,2024-07-01T07:25:03Z,Jaume Miserachs Teixidor,"El encuentro de octavos de final de la Eurocopa que disputaron este domingo las selecciones de España y Georgia, saldado con un inapelable triunfo dela Roja por 4-1, ha marcado unas increíbles cifras… [+2412 chars]",España
"""Borderless talent"": la baza que los CEO del mundo tienen para conseguir a los mejores trabajadores y muchas veces pagando menos",2024-07-01T13:59:52Z,Bárbara Bécares,Los CEO del mundo han encontrado en el teletrabajo una fuente de obtener talento. Ya hemos visto que los desarrolladores de América Latina tienen un nuevo aliado para teletrabajar y es la subcontrata… [+2415 chars],España
Potenciar el branding y la diferenciación son claves para el sector de la Automoción,2024-07-01T13:05:36Z,Redacción,"Nueva oleada del estudio global de Teads sobre motivaciones de compra y tendencias en el sector de la Automoción.Teads, The Global Media Platform, publica los resultados de su última edición del estu… [+5452 chars]",España
Amazon bate un récord GUINESS en ‘Las Fiestas Prime Day’ celebradas en Medinaceli (Soria),2024-07-01T06:48:32Z,Redacción,"Con Las Fiestas Prime Day, Amazon continúa demostrando su compromiso con el entorno rural, apostando por celebrar uno de sus eventos más grandes del año en una pequeña población soriana.El viernes 28… [+3841 chars]",España
Desde Rusia: el Gobierno congela las cuentas bancarias de Khabib Nurmagomedov,2024-07-01T18:17:22Z,IRATI PRAT,El legendario Khabib Nurmagomedov (29-0) vive un mes complicado. Si hace unos días las fuerzas especiales rusas 'visitaban' su escuela de MMA para investigar posibles relaciones con el atentado terro… [+1554 chars],España
"Esta es la historia real detrás de 'Clanes', el bombazo de Clara Lago que ha vencido a 'Los Bridgerton'",2024-07-01T12:42:47Z,Silvia Fernández,"Clara Lago y Tamar Novas interpretan a Tania Varela y David Pérez Lago en la serie 'Clanes'
Parecía imposible desbancar a la tercera entrega de Los Bridgerton, que ha tenido a medio mundo mordiéndos… [+4301 chars]",España
Anastacia traerá su gira ‘Not That Kind’ a España,2024-07-01T09:37:45Z,Jordi Bardají,"Anastacia ha anunciado tres fechas en España en 2025 como parte de su gira ‘Not That Kind‘, con la que celebra el 25 aniversario de su álbum debut, publicado en 1999. Es el disco que contenía uno de … [+682 chars]",España
"El sector retail, descontento con los posibles efectos de la reducción de la jornada laboral",2024-07-01T08:21:59Z,Fabiana Seara,"""Es un ataque directo a la productividad de las empresas"", señala Matilde García Duarte, presidenta de ANGED sobre la reducción de la jornada laboral.El comercio minorista estima que la reducción de … [+2619 chars]",España
La plaga de garrapatas se extiende por España: estas son las regiones afectadas y qué podemos hacer para evitarlas,2024-07-01T10:09:42Z,Paco Rodriguez,"Los que hemos vivido en zonas rurales buena parte de nuestra vida conocemos muy bien a las garrapatas, unos pequeños artrópodos de apenas unos milímetros de longitud que se alimentan de la sangre de … [+5754 chars]",España
Jazztel regala 50 GB a sus clientes por verano: así puedes activar el bono,2024-07-01T11:35:07Z,Pablo Hernando Illán,"Te indicamos desde dónde puedes activar el bono de verano de Jazztel
Muchas operadoras regalan bonos de datos en verano. De este modos sus clientes pueden continuar navegando a máxima velocidad aunq… [+1978 chars]",España
El mejor bartender de España es el zaragozano Borja Insa,2024-07-01T08:41:38Z,(abc),"Borja Insa es el bartender del momento en España. El joven zaragozano se hizo conocido al ganar, en la edición de este año de Madrid Fusión, el premio revelación en su profesión, y ahora, unos pocos … [+2778 chars]",España
Las ventas de coches electrificados sigue estancada en España,2024-07-01T11:29:47Z,(abc),"Las matriculaciones de vehículos electrificados (100% eléctricos + híbridos enchufables) de todo tipo (turismos, dos ruedas, comerciales e industriales) se contrajeron un 13,8% en junio, situándose e… [+3784 chars]",España
"Karol G, top 2 de Singles España con ‘Si antes te hubiera conocido’",2024-07-01T16:45:16Z,Jordi Bardají,"Trueno mantiene el número 1 de Singles España con ‘Real Gangsta Love’ por segunda semana consecutiva, en su cuarta semana en lista.
A las puertas del número 1 queda Karol G con su nuevo merengue, ‘S… [+990 chars]",España
"Tras ser despedida, la ex-empleada de una bodega aplicó una venganza extrema: derramar 60.000 litros de su mejor vino",2024-07-01T13:31:44Z,Rubén Andrés,"El momento del despido de un empleado es un momento de máxima tensión para el empleado que es despedido, pero también lo es para la empresa que le despide. Entre los sentimientos habituales que los e… [+4288 chars]",España
La Fundación Muy Interesante galardona la excelencia en ciencia y divulgación,2024-07-01T16:06:54Z,Muy Interesante,"En una ceremonia celebrada el 27 de junio, la Fundación Muy Interesante ha anunciado los ganadores de sus premios inaugurales, con los que reconoce la excelencia en la investigación científica y la d… [+4229 chars]",España
Las ciudades de Japón han comenzado una encarnizada lucha por levantar su economía. La receta clave: el ramen,2024-07-01T10:31:44Z,Miguel Jorge,"Cuando te llegan tantos turistas como le está pasando a Japón (en marzo batieron su récord absoluto mensual con tres millones), surgen oportunidades. Sin ir más lejos, han comenzado a proliferar dos … [+5883 chars]",Economía
La pesca de Star Citizen es lo que todos esperábamos y ahora amenaza con llegar junto a un montón de novedades,2024-07-01T14:01:45Z,Alberto Martín,"El pasado fin de semana tuvo lugar un nuevo Star Citizen Live, una retransmisión en directo en la que desarrolladores de Cloud Imperium Games ofrecen novedades sobre el desarrollo del juego. En este … [+1991 chars]",Economía
¿Qué es ‘slop’? Todo lo que debes saber del nuevo término de la inteligencia artificial generativa,2024-07-01T08:28:00Z,Uriel Bederman,"En tiempos en los que la inteligencia artificial generativa es protagonista excluyente, es posible os hayáis preguntado qué es slop, un término que comienza a oírse con fuerza. Un primer acercamiento… [+9660 chars]",Economía
"El sector retail, descontento con los posibles efectos de la reducción de la jornada laboral",2024-07-01T08:21:59Z,Fabiana Seara,"""Es un ataque directo a la productividad de las empresas"", señala Matilde García Duarte, presidenta de ANGED sobre la reducción de la jornada laboral.El comercio minorista estima que la reducción de … [+2619 chars]",Economía
"Lagarde: ""El aterrizaje suave de la economía aún no está garantizado""",2024-07-01T19:44:04Z,Andrés Stumpf,"La presidenta del BCE hace un discurso cauto en el foro de bancos centrales (Sintra, Portugal) en relación al crecimiento y eleva su importancia frente a la inflación en el debate sobre las futuras b… [+467 chars]",Economía
La economía del sector manufacturero europeo sufre un nuevo declive en junio,2024-07-01T08:15:04Z,Marga Castillo,"La economía del sector manufacturero sufre un nuevo contratiempo en junio, ya que la producción cae al ritmo más rápido en lo que va de año. En España, la industria, en cambio, siguió creciendo aunqu… [+6786 chars]",Economía
Las cuotas de socios de los clubes más exclusivos de Hong Kong siguen cayendo,2024-07-01T12:55:53Z,Chan Ho-him,Los precios de los abonos a estos clubes han seguido cayendo tras la pandemia debido a la ralentización de la economía y a la salida de muchos expatriados del territorio.La cuota que pagan los socios… [+416 chars],Economía
Mulino asume el poder en Panamá con el compromiso de dinamizar la economía y repatriar a migrantes,2024-07-01T15:03:16Z,"RT en Español
 , RT en Español","José Raúl Mulino asumirá este lunes la presidencia de Panamá para el periodo 2024-2029 con el compromiso de dinamizar la economía y repatriar a los migrantes de la frondosa selva del Darién, fronteri… [+2563 chars]",Economía
"La Primera de Expansión sobre PAI Partners, Avatel Telecom, Banco de España, BlackRock y Francia",2024-07-01T05:27:57Z,expansion.com,"Este miércoles arrancamos contándoles que PAI se alía con Inveready para comprar Avatel por 550 millones de euros. Además, hablaremos sobre la primera vuelta de las elecciones en Francia que se salda… [+743 chars]",Economía
El carbón deja herida de muerte a Rusia,2024-07-01T06:39:37Z,Redacción HuffPost,"Los beneficios de la industria del carbón rusa, uno de los sectores de materias primas más grandes de la economía de la Federación, cayeron un 93%, hasta 15 veces, durante lo que llevamos de año. Lo … [+2373 chars]",Economía
Ucrania anuncia un acuerdo vital de la mano de España,2024-07-01T05:34:08Z,Redacción HuffPost,"El Ministerio de Desarrollo de Comunidades, Territorios y Infraestructuras de Ucrania planea implementar un proyecto sobre el desarrollo de rutas ferroviarias en Ucrania de acuerdo con las normas de … [+2823 chars]",Economía
Muere atropellada una hembra de lince en una carretera de Huelva,2024-07-01T16:02:44Z,elDiarioand,"La Consejería de Sostenibilidad, Medio Ambiente y Economía Azul ha confirmado a Europa Press el atropello de una hembra de lince ibérico este sábado en la autopista A-49, a la altura de Villarrasa (H… [+1582 chars]",Economía
"Trabajo pactará con los sindicatos el recorte de la jornada, sin la CEOE",2024-07-01T18:24:35Z,M. Valverde,"El Gobierno está decidido a aprobar el proyecto de ley con los sindicatos. Acusa a los empresarios de ""no tener propuestas ni compromiso negociador"" y de ""burlarse"" del diálogo social.El Gobierno ha … [+4864 chars]",Economía
Dinamarca activa un impuesto a las flatulencias de las vacas,2024-07-01T14:07:04Z,Redacción HuffPost,"No se le puede poner puertas al campo, pero sí 'castigar' las flatulencias de las vacas. Al menos, eso piensan en Dinamarca, cuyas autoridades han optado por poner un impuesto a los nada desdeñables … [+1206 chars]",Economía
El dólar 'blue' en Argentina alcanza un nuevo récord,2024-07-01T22:49:12Z,"RT en Español
 , RT en Español","El dólar 'blue' o paralelo, que se vende por fuera del circuito bancario en Argentina, alcanzó este lunes un nuevo récord nominal y se vendió a 1.405 pesos. 
La moneda estadounidense subió 40 unidad… [+1119 chars]",Economía
"Guindilla al dircom del PSOE, Ion Antolín, por criticar en redes sociales a una familia numerosa",2024-07-01T22:00:00Z,ECD,"El director de Comunicación del PSOE, Ion Antolín Llorente, criticó hace unos días por las redes sociales, concretamente en X (antes Twitter), a un matrimonio de Sevilla por ser una familia numerosa … [+1533 chars]",Economía
"Pradales reclama ante las diputaciones más recursos y una ""fiscalidad acorde con los retos"" de Euskadi",2024-07-01T17:45:58Z,Josean Izarra,"El lehendakari Imanol Pradales comienza a dejar su impronta en sus mensajes y en sus gestos políticos. Apenas una semana después de jurar su cargo en Gernika, Pradales ya reclama más recursos para el… [+3197 chars]",Economía
La reducción de la jornada laboral arranca una semana decisiva tras el ultimátum a la patronal,2024-07-01T04:00:32Z,David Noriega,Este lunes es un día clave para el futuro de más de 13 millones de trabajadores en España. El ministerio de Trabajo y los agentes sociales vuelven a la mesa de negociación para la reducción de la jor… [+8265 chars],Economía
